Getting all .java files in /Users/tamycova/SoftwareAnalytics/Lambda/spring-framework including those in subdirectories 
6755 java files in ./spring-framework
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/config/AbstractListenerContainerParser.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/config/AnnotationDrivenJmsBeanDefinitionParser.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/config/DefaultJcaListenerContainerFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/config/DefaultJmsListenerContainerFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/config/JcaListenerContainerParser.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/config/JmsListenerConfigUtils.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/config/JmsListenerContainerFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/config/JmsListenerContainerParser.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/config/JmsListenerEndpoint.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/config/JmsListenerEndpointRegistrar.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/config/JmsListenerEndpointRegistry.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/config/JmsNamespaceHandler.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/config/MethodJmsListenerEndpoint.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/config/package-info.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/config/SimpleJmsListenerContainerFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/config/SimpleJmsListenerEndpoint.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/connection/CachedMessageConsumer.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/connection/CachedMessageProducer.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/connection/CachingConnectionFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/connection/ChainedExceptionListener.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/connection/ConnectionFactoryUtils.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/connection/DelegatingConnectionFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/connection/JmsResourceHolder.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/connection/JmsTransactionManager.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/connection/package-info.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/connection/SessionProxy.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/connection/SingleConnectionFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/connection/SmartConnectionFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/connection/SynchedLocalTransactionFailedException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/connection/TransactionAwareConnectionFactoryProxy.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/connection/UserCredentialsConnectionFactoryAdapter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/core/BrowserCallback.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/core/JmsMessageOperations.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/core/JmsMessagingTemplate.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/core/JmsOperations.java
Declaration of LAMBDA EXPRESSION, parentheses:false, at line531
Declaration of LAMBDA EXPRESSION, parentheses:false, at line546
Declaration of LAMBDA EXPRESSION, parentheses:false, at line576
Declaration of LAMBDA EXPRESSION, parentheses:false, at line584
Declaration of LAMBDA EXPRESSION, parentheses:false, at line656
Declaration of LAMBDA EXPRESSION, parentheses:false, at line663
Declaration of LAMBDA EXPRESSION, parentheses:false, at line684
Declaration of LAMBDA EXPRESSION, parentheses:false, at line695
Declaration of LAMBDA EXPRESSION, parentheses:false, at line745
Declaration of LAMBDA EXPRESSION, parentheses:false, at line753
Declaration of LAMBDA EXPRESSION, parentheses:false, at line894
Declaration of LAMBDA EXPRESSION, parentheses:false, at line900
Declaration of LAMBDA EXPRESSION, parentheses:false, at line1018
Declaration of LAMBDA EXPRESSION, parentheses:false, at line1035
14 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/core/JmsTemplate.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/core/MessageCreator.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/core/MessagePostProcessor.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/core/package-info.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/core/ProducerCallback.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/core/SessionCallback.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/core/support/JmsGatewaySupport.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/core/support/package-info.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/IllegalStateException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/InvalidClientIDException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/InvalidDestinationException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/InvalidSelectorException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/JmsException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/JmsSecurityException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/AbstractJmsListeningContainer.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/AbstractMessageListenerContainer.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/AbstractPollingMessageListenerContainer.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/adapter/AbstractAdaptableMessageListener.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/adapter/JmsResponse.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/adapter/ListenerExecutionFailedException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/adapter/MessageListenerAdapter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/adapter/MessagingMessageListenerAdapter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/adapter/package-info.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/adapter/ReplyFailureException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/DefaultMessageListenerContainer.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/endpoint/DefaultJmsActivationSpecFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/endpoint/JmsActivationSpecConfig.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/endpoint/JmsActivationSpecFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/endpoint/JmsMessageEndpointFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/endpoint/JmsMessageEndpointManager.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/endpoint/package-info.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/endpoint/StandardJmsActivationSpecFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/LocallyExposedJmsResourceHolder.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/MessageListenerContainer.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/package-info.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/SessionAwareMessageListener.java
Declaration of LAMBDA EXPRESSION, parentheses:false, at line296
Declaration of LAMBDA EXPRESSION, parentheses:false, at line299
2 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/SimpleMessageListenerContainer.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/listener/SubscriptionNameProvider.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/MessageEOFException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/MessageFormatException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/MessageNotReadableException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/MessageNotWriteableException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/package-info.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/remoting/JmsInvokerClientInterceptor.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/remoting/JmsInvokerProxyFactoryBean.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/remoting/JmsInvokerServiceExporter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/remoting/package-info.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/ResourceAllocationException.java
Declaration of LAMBDA EXPRESSION, parentheses:true, at line164
1 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/support/converter/MappingJackson2MessageConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/support/converter/MarshallingMessageConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/support/converter/MessageConversionException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/support/converter/MessageConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/support/converter/MessageType.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/support/converter/MessagingMessageConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/support/converter/package-info.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/support/converter/SimpleMessageConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/support/converter/SmartMessageConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/support/destination/BeanFactoryDestinationResolver.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/support/destination/CachingDestinationResolver.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/support/destination/DestinationResolutionException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/support/destination/DestinationResolver.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/support/destination/DynamicDestinationResolver.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/support/destination/JmsDestinationAccessor.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/support/destination/JndiDestinationResolver.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/support/destination/package-info.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/support/JmsAccessor.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/support/JmsHeaderMapper.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/support/JmsHeaders.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/support/JmsMessageHeaderAccessor.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/support/JmsUtils.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/support/package-info.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/support/QosSettings.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/support/SimpleJmsHeaderMapper.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/TransactionInProgressException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/TransactionRolledBackException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/main/java/org/springframework/jms/UncategorizedJmsException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/core/task/StubTaskExecutor.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jca/StubActivationSpec.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jca/StubResourceAdapter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/annotation/AbstractJmsAnnotationDrivenTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/annotation/AnnotationDrivenNamespaceTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/annotation/EnableJmsTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/annotation/JmsListenerAnnotationBeanPostProcessorTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/config/JmsListenerContainerFactoryIntegrationTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/config/JmsListenerContainerFactoryTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/config/JmsListenerContainerTestFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/config/JmsListenerEndpointRegistrarTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/config/JmsListenerEndpointRegistryTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/config/JmsListenerEndpointTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/config/JmsNamespaceHandlerTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/config/MessageListenerTestContainer.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/config/MethodJmsListenerEndpointTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/config/SimpleJmsListenerEndpointTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/connection/JmsTransactionManagerTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/connection/SingleConnectionFactoryTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/connection/TestConnection.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/connection/TestExceptionListener.java
Declaration of LAMBDA EXPRESSION, parentheses:false, at line595
Declaration of LAMBDA EXPRESSION, parentheses:false, at line649
2 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/core/JmsMessagingTemplateTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/core/JmsTemplateJtaTests.java
Declaration of LAMBDA EXPRESSION, parentheses:true, at line154
Declaration of LAMBDA EXPRESSION, parentheses:true, at line176
2 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/core/JmsTemplateTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/core/JmsTemplateTransactedTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/core/support/JmsGatewaySupportTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/listener/AbstractMessageListenerContainerTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/listener/adapter/JmsResponseTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/listener/adapter/MessageContentsDelegate.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/listener/adapter/MessageDelegate.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/listener/adapter/MessageListenerAdapterTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/listener/adapter/MessagingMessageListenerAdapterTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/listener/adapter/ResponsiveJmsTextMessageReturningMessageDelegate.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/listener/adapter/ResponsiveMessageDelegate.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/listener/adapter/StubMessageListenerAdapter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/listener/DefaultMessageListenerContainerTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/listener/endpoint/DefaultJmsActivationSpecFactoryTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/listener/endpoint/JmsMessageEndpointManagerTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/listener/endpoint/StubJmsActivationSpec.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/listener/endpoint/StubJmsActivationSpecFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/listener/SimpleMessageListenerContainerTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/remoting/JmsInvokerTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/StubConnectionFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/StubQueue.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/StubTextMessage.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/StubTopic.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/support/converter/MappingJackson2MessageConverterTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/support/converter/MarshallingMessageConverterTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/support/converter/MessagingMessageConverterTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/support/destination/DynamicDestinationResolverTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/support/destination/JmsDestinationAccessorTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/support/destination/JndiDestinationResolverTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/support/JmsAccessorTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/support/JmsMessageHeaderAccessorTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/support/SimpleJmsHeaderMapperTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-jms/src/test/java/org/springframework/jms/support/SimpleMessageConverterTests.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-messaging/src/main/java/org/springframework/messaging/converter/AbstractMessageConverter.java
