Getting all .java files in /Users/tamycova/SoftwareAnalytics/Lambda/spring-framework including those in subdirectories 
6755 java files in ./spring-framework
Declaration of LAMBDA EXPRESSION, parentheses:false, at line51
1 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/codec/AbstractSingleValueEncoder.java
Declaration of LAMBDA EXPRESSION, parentheses:true, at line54
1 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/codec/ByteArrayDecoder.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/codec/ByteArrayEncoder.java
Declaration of LAMBDA EXPRESSION, parentheses:true, at line56
1 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/codec/ByteBufferDecoder.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/codec/ByteBufferEncoder.java
Declaration of LAMBDA EXPRESSION, parentheses:false, at line72
1 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/codec/CharSequenceEncoder.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/codec/CodecException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/codec/DataBufferDecoder.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/codec/DataBufferEncoder.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/codec/Decoder.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/codec/DecodingException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/codec/Encoder.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/codec/EncodingException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/codec/package-info.java
Declaration of LAMBDA EXPRESSION, parentheses:false, at line74
1 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/codec/ResourceDecoder.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/codec/ResourceEncoder.java
Declaration of LAMBDA EXPRESSION, parentheses:false, at line85
Declaration of LAMBDA EXPRESSION, parentheses:false, at line97
2 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/codec/ResourceRegionEncoder.java
Declaration of LAMBDA EXPRESSION, parentheses:false, at line56
Declaration of LAMBDA EXPRESSION, parentheses:false, at line87
Declaration of LAMBDA EXPRESSION, parentheses:false, at line96
3 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/codec/StringDecoder.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/CollectionFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/ConfigurableObjectInputStream.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/Constants.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/Conventions.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/ConversionException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/ConversionFailedException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/ConversionService.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/converter/ConditionalConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/converter/ConditionalGenericConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/converter/Converter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/converter/ConverterFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/converter/ConverterRegistry.java
Declaration of LAMBDA EXPRESSION, parentheses:false, at line91
Declaration of LAMBDA EXPRESSION, parentheses:false, at line101
2 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/converter/ConvertingComparator.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/converter/GenericConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/converter/package-info.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/ConverterNotFoundException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/package-info.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/Property.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/AbstractConditionalEnumConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/ArrayToArrayConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/ArrayToCollectionConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/ArrayToObjectConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/ArrayToStringConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/ByteBufferConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/CharacterToNumberFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/CollectionToArrayConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/CollectionToCollectionConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/CollectionToObjectConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/CollectionToStringConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/ConfigurableConversionService.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/ConversionServiceFactory.java
Declaration of LAMBDA EXPRESSION, parentheses:true, at line80
1 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/ConversionUtils.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/ConvertingPropertyEditorAdapter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/DefaultConversionService.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/EnumToIntegerConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/EnumToStringConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/FallbackObjectToStringConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/GenericConversionService.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/IdToEntityConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/IntegerToEnumConverterFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/MapToMapConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/NumberToCharacterConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/NumberToNumberConverterFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/ObjectToArrayConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/ObjectToCollectionConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/ObjectToObjectConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/ObjectToOptionalConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/ObjectToStringConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/package-info.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/PropertiesToStringConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/StreamConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/StringToArrayConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/StringToBooleanConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/StringToCharacterConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/StringToCharsetConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/StringToCollectionConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/StringToCurrencyConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/StringToEnumConverterFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/StringToLocaleConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/StringToNumberConverterFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/StringToPropertiesConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/StringToTimeZoneConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/StringToUUIDConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/ZonedDateTimeToCalendarConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/support/ZoneIdToTimeZoneConverter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/convert/TypeDescriptor.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/DecoratingClassLoader.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/DecoratingProxy.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/DefaultParameterNameDiscoverer.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/env/AbstractEnvironment.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/env/AbstractPropertyResolver.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/env/CommandLineArgs.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/env/CommandLinePropertySource.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/env/CompositePropertySource.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/env/ConfigurableEnvironment.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/env/ConfigurablePropertyResolver.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/env/EnumerablePropertySource.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/env/Environment.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/env/EnvironmentCapable.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/env/JOptCommandLinePropertySource.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/env/MapPropertySource.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/env/MissingRequiredPropertiesException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/env/MutablePropertySources.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/env/package-info.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/env/PropertiesPropertySource.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/env/PropertyResolver.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/env/PropertySource.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/env/PropertySources.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/env/PropertySourcesPropertyResolver.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/env/ReadOnlySystemAttributesMap.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/env/SimpleCommandLineArgsParser.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/env/SimpleCommandLinePropertySource.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/env/StandardEnvironment.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/env/SystemEnvironmentPropertySource.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/ExceptionDepthComparator.java
Declaration of LAMBDA EXPRESSION, parentheses:true, at line117
1 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/GenericTypeResolver.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/InfrastructureProxy.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/AbstractFileResolvingResource.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/AbstractResource.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/buffer/DataBuffer.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/buffer/DataBufferFactory.java
Declaration of LAMBDA EXPRESSION, parentheses:true, at line94
Declaration of LAMBDA EXPRESSION, parentheses:false, at line131
Declaration of LAMBDA EXPRESSION, parentheses:false, at line246
Declaration of LAMBDA EXPRESSION, parentheses:false, at line286
Declaration of LAMBDA EXPRESSION, parentheses:false, at line318
Declaration of LAMBDA EXPRESSION, parentheses:false, at line323
Declaration of LAMBDA EXPRESSION, parentheses:false, at line354
Declaration of LAMBDA EXPRESSION, parentheses:false, at line364
8 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/buffer/DataBufferUtils.java
Declaration of LAMBDA EXPRESSION, parentheses:false, at line143
Declaration of LAMBDA EXPRESSION, parentheses:false, at line150
Declaration of LAMBDA EXPRESSION, parentheses:false, at line172
Declaration of LAMBDA EXPRESSION, parentheses:false, at line180
Declaration of LAMBDA EXPRESSION, parentheses:false, at line188
Declaration of LAMBDA EXPRESSION, parentheses:false, at line209
Declaration of LAMBDA EXPRESSION, parentheses:false, at line356
Declaration of LAMBDA EXPRESSION, parentheses:false, at line361
Declaration of LAMBDA EXPRESSION, parentheses:false, at line381
Declaration of LAMBDA EXPRESSION, parentheses:false, at line387
10 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/buffer/DefaultDataBuffer.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/buffer/DefaultDataBufferFactory.java
Declaration of LAMBDA EXPRESSION, parentheses:false, at line142
1 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/buffer/NettyDataBuffer.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/buffer/NettyDataBufferFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/buffer/package-info.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/buffer/PooledDataBuffer.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/ByteArrayResource.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/ClassPathResource.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/ClassRelativeResourceLoader.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/ContextResource.java
Declaration of LAMBDA EXPRESSION, parentheses:false, at line129
1 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/DefaultResourceLoader.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/DescriptiveResource.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/FileSystemResource.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/FileSystemResourceLoader.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/InputStreamResource.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/InputStreamSource.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/package-info.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/PathResource.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/ProtocolResolver.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/Resource.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/ResourceEditor.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/ResourceLoader.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/support/DefaultPropertySourceFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/support/EncodedResource.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/support/LocalizedResourceHelper.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/support/package-info.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/support/PathMatchingResourcePatternResolver.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/support/PropertiesLoaderSupport.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/support/PropertiesLoaderUtils.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/support/PropertySourceFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/support/ResourceArrayPropertyEditor.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/support/ResourcePatternResolver.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/support/ResourcePatternUtils.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/support/ResourcePropertySource.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/support/ResourceRegion.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/support/SpringFactoriesLoader.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/support/VfsPatternUtils.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/UrlResource.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/VfsResource.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/VfsUtils.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/io/WritableResource.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/KotlinDetector.java
Declaration of LAMBDA EXPRESSION, parentheses:false, at line78
1 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/KotlinReflectionParameterNameDiscoverer.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/LocalVariableTableParameterNameDiscoverer.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/MethodClassKey.java
Declaration of LAMBDA EXPRESSION, parentheses:false, at line69
Declaration of LAMBDA EXPRESSION, parentheses:false, at line94
2 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/MethodIntrospector.java
Declaration of LAMBDA EXPRESSION, parentheses:true, at line720
Declaration of LAMBDA EXPRESSION, parentheses:false, at line754
2 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/MethodParameter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/NamedInheritableThreadLocal.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./spring-framework/spring-core/src/main/java/org/springframework/core/NamedThreadLocal.java
